title,company,location,department,contract_type,remote,sector,publication_date,experience_years,education_level,salaire_min,salaire_max,annual,tools,concepts,job_url,avg_salary,categories
Lead Data Scientist,Adsearch,Nice,06,CDI,Hybrid,,2024-12-07,7.0,5.0,50000.0,60000.0,True,"['TensorFlow', 'PyTorch', 'Python', 'C++', 'itk']","['Machine Learning', 'Medical', 'Data Science', '3D Rendering', 'Algorithms']",https://www.hellowork.com/fr-fr/emplois/59249855.html,55000.0,['Data Scientist']
Business Analyst,Akkodis,Bordeaux,33,CDI,Hybrid,Technology,2024-12-18,5.0,5.0,,,,"['Postman', 'Sciforma', 'Atlassian Jira', 'Henix Squash', 'Redmine']",['Agile'],https://www.hellowork.com/fr-fr/emplois/57210274.html,,['Data Analyst']
Ingénieur IA & Développement Minimum d'Expérience,AMD Blue,Nantes,44,CDI,Hybrid,Technology,2024-12-01,5.0,5.0,,,,"['Python', 'Scikit-learn', 'FastAPI', 'Docker', 'Kubernetes']","['MLOps', 'Machine Learning', 'CI/CD', 'AI', 'Data Engineering']",https://www.hellowork.com/fr-fr/emplois/57764313.html,,['Data Scientist']
Account Manager Bordeaux,GOOD RECRUITER,Bordeaux,33,CDI,Hybrid,,2024-12-05,3.0,5.0,35000.0,50000.0,True,"['Jira', 'Excel', 'BDD']","['Client Management', 'SaaS', 'Data Governance', 'Project Management', 'Customer Success']",https://www.hellowork.com/fr-fr/emplois/50765755.html,42500.0,['Other']
Sales Developer Smart Building Wise Bms,VINCI Energies,Nantes,44,CDI,Onsite,Energy,2024-12-11,1.0,3.0,,,,[],['Smart Building'],https://www.hellowork.com/fr-fr/emplois/55650268.html,,['Other']
Ingénieur Sécurité Confirmé,Extia,Niort,79,CDI,Hybrid,Technology,2024-11-24,,5.0,35000.0,45000.0,True,"['AD/ADFS', 'LDAP', 'IAM', 'PKI', 'SSO']","['Security Monitoring', 'Compliance', 'Risk Analysis', 'Network Security', 'Identity Management']",https://www.hellowork.com/fr-fr/emplois/50709472.html,40000.0,['Other']
Consultant Abbyy Flexicapture,Seyos,Paris,75,CDI,Hybrid,,2024-12-21,2.0,4.0,,,,"['C#', 'ABBYY Flexicapture']","['RPA', 'Machine Learning']",https://www.hellowork.com/fr-fr/emplois/59793798.html,,['Other']
Expert Big Data,Orange Business,Rennes,35,CDI,Hybrid,Technology,2024-11-22,6.0,5.0,,,,"['Hadoop', 'Spark', 'MongoDB', 'Kafka', 'Elastic Search']",['Big Data'],https://www.hellowork.com/fr-fr/emplois/58661072.html,,['Data Engineer']
Data Analyst Senior,Extia,Strasbourg,67,CDI,Hybrid,Technology,2024-12-19,6.0,5.0,30000.0,40000.0,True,"['Excel', 'SQL', 'R', 'Python', 'SAS']","['Data Analytics', 'Data Visualization', 'Automation']",https://www.hellowork.com/fr-fr/emplois/59681851.html,35000.0,['Data Analyst']
Technical Data Manager - Ecl,Groupe Ortec,Mérignac,33,CDI,Hybrid,Engineering,2024-11-29,,5.0,35000.0,38000.0,True,"['FlightDoc', 'ADAM']","['Data Management', 'Content Management Systems', 'Aviation Standards', 'Data Compliance']",https://www.hellowork.com/fr-fr/emplois/57618711.html,36500.0,"['Data Governance & Quality', 'Project Manager (Data)']"
Consultant Analytics & IA Transverse Dcoe - France,Sopra Steria,Aix-en-Provence,13,CDI,Hybrid,Technology,2024-12-14,3.0,5.0,,,,"['ZenML', 'Dataiku', 'SageMaker', 'VertexAI', 'MLFlow', 'Docker', 'Kubernetes', 'SQL', 'Python', 'Java', 'Scala']","['MLOps', 'Data Governance', 'AI', 'Analytics', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/55776291.html,,"['Data Analyst', 'Data Scientist']"
Experienced Data Scientist,Voodoo,Paris,75,CDI,Hybrid,Technology,2024-12-06,,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/56739908.html,,['Data Scientist']
Chef de Projet en IA,Titan Engineering,Saint-Rémy-lès-Chevreuse,78,CDI,Hybrid,Technology,2024-12-16,7.0,5.0,,,,"['MLflow', 'Kubeflow', 'DVC', 'Docker', 'Kubernetes', 'Python', 'R', 'Apache Spark', 'Hadoop', 'Flink', 'Git', 'GitHub', 'GitLab']","['Machine Learning', 'Deep Learning', 'MLOps', 'Big Data', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/59520514.html,,"['Project Manager (Data)', 'Data Scientist']"
Payroll Benefits & People Analytics Manager - 14M Ftc,Hermès,Royaume-uni,,CDI,Onsite,Manufacturing,2024-12-16,7.0,5.0,,,,"['ADP', 'Microsoft Office', 'Oracle']","['Payroll', 'Benefits Management', 'People Analytics', 'Salary Benchmarking', 'Gender Pay Gap Reporting']",https://www.hellowork.com/fr-fr/emplois/58382896.html,,['Other']
Senior Marketing Analyst - Sbs,Talents Handicap,Nanterre,92,CDI,Hybrid,Technology,2024-12-06,15.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/57895880.html,,['Data Analyst']
Data Engineer,Würth France,Erstein,67,CDI,Hybrid,Commerce,2024-12-19,3.0,5.0,,,,"['SQL', 'NoSQL']","['ETL', 'Data Governance', 'Data Quality']",https://www.hellowork.com/fr-fr/emplois/59719707.html,,['Data Engineer']
Enseignant Chercheur en Science des Données et de la Décision Section Cnu 26 - 61 - 27,IONIS Education Group,Ivry-sur-Seine,94,CDI,Hybrid,Aerospace,2024-12-05,7.0,5.0,,,,"['python', 'tensorflow', 'pytorch']","['Machine Learning', 'Deep Learning', 'Data Mining', 'Big Data', 'IA']",https://www.hellowork.com/fr-fr/emplois/59155479.html,,"['Data Scientist', 'Other']"
Data Engineer Confirmé,Ippon Technologies,Tours,37,CDI,Hybrid,,2024-12-14,,5.0,,,,"['Terraform', 'CloudFormation', 'Spark', 'Kafka', 'AWS']",,https://www.hellowork.com/fr-fr/emplois/58273262.html,,['Data Engineer']
Expert Deep Learning - Data Engineer - Mission Courte,IT Link,Paris,75,Freelance,Hybrid,Technology,2024-12-11,7.0,5.0,,,,"['TensorFlow', 'scikit-learn', 'Amazon S3', 'Hadoop', 'Spark', 'Talend', 'Kafka', 'Kinesis', 'Kubernetes']","['Deep Learning', 'Big Data', 'Cloud Computing', 'ETL', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/59389220.html,,"['Data Engineer', 'Data Scientist']"
Consultant Work Rewards & Career,WTW,France,,CDI,Hybrid,,2024-11-24,2.0,5.0,,,,"['Excel', 'Pack Office']","['Compensation & Benefits', 'Data Science', 'Talent Management', 'Change Management', 'Total Rewards']",https://www.hellowork.com/fr-fr/emplois/57459824.html,,['Other']
Tech Lead Data - Cloud Aws,iQanto,Lille,59,CDI,Hybrid,Technology,2024-12-05,7.0,5.0,36800.0,57500.0,True,"['PySpark', 'Pandas', 'Apache Spark', 'Docker', 'GitHub actions']","['Data Engineering', 'Cloud Computing', 'DEVOPS', 'MLOPS', 'Data Platform']",https://www.hellowork.com/fr-fr/emplois/57829520.html,47150.0,"['Data Engineer', 'Project Manager (Data)']"
DBA Développeur SQL - Big Data,Informatis,Mantes-la-Jolie,78,CDI,Onsite,Technology,2024-12-15,3.0,2.0,,,,"['SQL Server', 'DPA', 'SSIS', 'Google Cloud Platform', 'Big Query', 'Google Data Studio']","['Big Data', 'Cloud', 'Business Intelligence']",https://www.hellowork.com/fr-fr/emplois/58290487.html,,['Data Engineer']
Architecte Solution Data,Agence Française de Développement AFD,Paris,75,CDI,Onsite,Public,2024-11-26,5.0,5.0,,,,"['Tableau', 'Power BI', 'CaseWise Evolve']","['Data Governance', 'Data Architecture', 'Business Intelligence', 'Data Warehouse', 'Data Lake']",https://www.hellowork.com/fr-fr/emplois/56324802.html,,['Data Engineer']
Data Engineer,HMarket,Gonesse,95,CDI,Onsite,Commerce,2024-11-28,5.0,5.0,,,,"['Microsoft SQL Server', 'Power BI', 'SQL Server Integration Services (SSIS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Reporting Services (SSRS)']","['Data Architecture', 'ETL', 'Data Quality', 'Master Data Management', 'Data Analytics']",https://www.hellowork.com/fr-fr/emplois/52570889.html,,['Data Engineer']
Ingénieur Data,Legallais,Hérouville-Saint-Clair,14,CDI,Hybrid,Commerce,2024-12-09,5.0,5.0,,,,"['Spark', 'Google Cloud Platform', 'PostgreSQL', 'VTOM', 'ETL/ELT', 'python']","['Data Science', 'Data Processing', 'Machine Learning', 'Data Modeling', 'Data Automation']",https://www.hellowork.com/fr-fr/emplois/56837108.html,,['Data Engineer']
Post-Doc Corrélations Croisées Cmb - Lss avec Euclid,CNRS,Paris,75,CDD,Onsite,Public,2024-12-09,,5.0,,,,"['python', 'Cobaya', 'Class', 'CosmoMC', 'Cosmosys']","['Cosmology', 'Statistics', 'Bayesian Analysis', 'Gravitational Lensing', 'Cosmological Background Radiation']",https://www.hellowork.com/fr-fr/emplois/59292060.html,,[]
Ingénieur DevOps,ITS Group,Lille,59,CDI,Hybrid,Technology,2024-12-15,5.0,5.0,37500.0,52500.0,True,"['Jira', 'Gitlab', 'git', 'GitHub', 'nexus', 'Maven', 'Jmeter', 'sonaqube', 'JUnit5', 'Selenium', 'Fortify', 'Snort', 'Delphix', 'XL Release', 'XL Deploy', 'TFS', 'Ansible', 'openstack', 'kubernetes', 'Openshift', 'Docker', 'puppet', 'AWS', 'Azure', 'elasticseach', 'logstash', 'kibana', 'Nagios']","['CI/CD', 'DevOps', 'Agile', 'Scrum', 'ITIL']",https://www.hellowork.com/fr-fr/emplois/58292042.html,45000.0,['Other']
Senior Consultant Marketing Digital,Deloitte,Paris,75,CDI,Hybrid,,2024-12-13,6.0,5.0,,,,[],"['Digital Transformation', 'E-Commerce', 'CRM', 'Agile', 'Marketing Technology']",https://www.hellowork.com/fr-fr/emplois/51814878.html,,['Other']
Backend Data Engineer Python - Aws Plateforme Saas Btob - Culture et Sport,Octopus IT,Paris,75,CDI,Hybrid,Technology,2024-12-15,2.0,5.0,50000.0,55000.0,True,"['Python', 'Django', 'Flask', 'Vue.js', 'PostgreSql', 'AWS']","['API', 'ETL', 'Data Pipeline', 'Web Architecture', 'Scraping']",https://www.hellowork.com/fr-fr/emplois/57414373.html,52500.0,['Data Engineer']
Contrôleur de Gestion,Heup,Lyon,69,CDI,Hybrid,,2024-12-17,3.0,3.0,36000.0,40000.0,True,"['Excel', 'Power BI', 'Navision']",,https://www.hellowork.com/fr-fr/emplois/59610097.html,38000.0,['Other']
Actuaire - Direction de l'International,Groupama Assurances Mutuelles,Paris,75,CDI,Hybrid,,2024-12-15,,5.0,,,,['Python'],['Machine Learning'],https://www.hellowork.com/fr-fr/emplois/58290126.html,,['Other']
Senior Data Analyst,Ornikar,Paris,75,CDI,Hybrid,Technology,2024-12-22,4.0,5.0,,,,"['BigQuery', 'dbt', 'Looker', 'Metabase', 'Airflow']","['A/B testing', 'Data visualization', 'Data analysis', 'Self-service BI', 'Data-driven strategy']",https://www.hellowork.com/fr-fr/emplois/58611394.html,,['Data Analyst']
Data Analyst Confirmé,FindYourStaff,Dardilly,69,CDI,Hybrid,Construction,2024-12-21,5.0,5.0,47000.0,50000.0,True,"['Power BI', 'Talend', 'Microsoft O365', 'Python', 'Snowflake']","['Data Analysis', 'Modeling', 'Data Processing', 'IoT', 'C# Development']",https://www.hellowork.com/fr-fr/emplois/59790022.html,48500.0,['Data Analyst']
Equipment Pricing Manager,Sidel,Octeville-sur-mer,41,CDI,Onsite,Manufacturing,2024-11-26,5.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/57554684.html,,['Other']
Engineering Manager,TF1,Boulogne-Billancourt,92,CDI,Hybrid,Media,2024-12-14,,5.0,,,,"['GO', 'React', 'Tag Co', 'Piano', 'AT internet']","['AdTech', 'Machine Learning', 'Data Science', 'Data Analysis', 'Project Management']",https://www.hellowork.com/fr-fr/emplois/58283733.html,,['Other']
Lead Product Manager,Joko,Paris,75,CDI,Hybrid,Technology,2024-12-16,5.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58382824.html,,['Other']
Chargé d'Études - Data Analyst,Lasecurecrute.fr,Mâcon,71,CDI,Hybrid,Public,2024-12-21,,5.0,30000.0,35000.0,True,"['Python', 'Azure', 'Databricks', 'PowerBi']","['Data Analysis', 'Data Visualization']",https://www.hellowork.com/fr-fr/emplois/59789946.html,32500.0,['Data Analyst']
Conducteur VL - Permis Eb - Marcq-En-Baroeul,Kiloutou,Marcq-en-Barœul,59,CDI,Onsite,,2024-12-10,7.0,2.0,21622.0,23223.0,True,[],,https://www.hellowork.com/fr-fr/emplois/59330051.html,22422.5,['Other']
Product Owner Data,Wewyse,Paris,75,CDI,Hybrid,Media,2024-12-21,2.0,5.0,,,,"['SQL', 'NoSQL', 'Data Lake', 'Data Warehouse', 'Data Visualisation']","['Agile', 'UX', 'Data Governance', 'ETL', 'Data Pipeline']",https://www.hellowork.com/fr-fr/emplois/40162651.html,,['Project Manager (Data)']
Mécanicien Spécialisé,Kiloutou,Lens,62,CDI,Onsite,,2024-12-17,7.0,2.0,22431.0,26814.0,True,[],,https://www.hellowork.com/fr-fr/emplois/59629201.html,24622.5,['Other']
Consultant AMOA - Business Analyst Confirmé sur de la Monétique,Open,Levallois-Perret,92,CDI,Hybrid,Technology,2024-12-02,5.0,5.0,,,,"['Azure', 'AWS']","['Agile', 'Banking', 'Monetary']",https://www.hellowork.com/fr-fr/emplois/48437694.html,,['Other']
Product Analyst Fund Financing Group And Debt Markets,BNP Paribas,Pantin,93,CDD,Hybrid,,2024-11-28,3.0,5.0,,,,"['PowerBI', 'Alteryx']","['Financial Monitoring', 'Data Management', 'Process Improvement', 'Forecasting']",https://www.hellowork.com/fr-fr/emplois/52577280.html,,['Other']
Junior Credit Analyst,Axa IM,Puteaux,92,CDI,Hybrid,,2024-12-10,2.0,5.0,,,,"['Microsoft Office', 'Maia']",,https://www.hellowork.com/fr-fr/emplois/59308236.html,,[]
Développeur React Js - IA et Machine Learning - Fintech,Octopus IT,Paris,75,CDI,Remote,Technology,2024-12-14,5.0,5.0,60000.0,65000.0,True,"['JS', 'TypeScript', 'React', 'Redux', 'FlowType']","['Machine Learning', 'IA', 'Cloud', 'Scrum', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/57414330.html,62500.0,"['Data Scientist', 'Other']"
Category Manager et Sales Business Analyst,Jacquet-Brossard - Groupe Limagrain,Paris,75,CDD,Hybrid,Agro-food,2024-12-19,1.0,5.0,,,,"['Excel', 'Cognos']",,https://www.hellowork.com/fr-fr/emplois/59721935.html,,['Other']
Responsable Contrôle de Gestion,Irium France,Bordeaux,33,CDI,Hybrid,Technology,2024-11-29,7.0,5.0,,,,"['Excel', 'Power BI']",,https://www.hellowork.com/fr-fr/emplois/58960049.html,,['Other']
Big Data Engineer - Secteur Télécom,Astek,Paris,75,CDI,Hybrid,Technology,2024-11-28,2.0,5.0,,,,"['Linux', 'Hadoop', 'Spark', 'Scala', 'GCP', 'SQL', 'Cassandra', 'Mongo DB', 'Power BI', 'Kibana']","['Big Data', 'Cloud', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/57589108.html,,['Data Engineer']
Responsable d'Equipe Sélections et Outils CRM,Cofidis,Villeneuve-d'Ascq,59,CDI,Hybrid,,2024-12-17,7.0,5.0,45000.0,55000.0,True,"['SAS', 'Adobe']",,https://www.hellowork.com/fr-fr/emplois/59610235.html,50000.0,['Other']
Pricing Actuary - Data Scientist,GIE Axa,Puteaux,92,CDI,Hybrid,,2024-12-03,,5.0,,,,"['Python', 'R', 'SQL', 'Excel', 'VBA']","['Pricing Models', 'Predictive Modeling', 'Data Analytics', 'Technical Underwriting', 'Insurance Pricing']",https://www.hellowork.com/fr-fr/emplois/59072460.html,,['Data Scientist']
Manager Innovation & Portfolio,BIC,Clichy,92,CDI,Hybrid,Manufacturing,2024-11-29,6.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58929274.html,,['Other']
Project Manager Strategy,GIE Axa,Puteaux,92,CDI,Hybrid,,2024-12-03,2.0,5.0,,,,"['Excel', 'PowerPoint']","['Project Management', 'Business Development', 'Strategic Planning', 'Competitive Analysis', 'Corporate Development']",https://www.hellowork.com/fr-fr/emplois/59072445.html,,['Other']
Post-Doc sur le Tal pour l'Aide à la Conception de Nouveaux Matériaux,CEA,Saclay,91,CDD,Hybrid,Technology,2024-12-03,7.0,5.0,,,,"['Python', 'scikit-learn', 'Pytorch', 'transformers', 'optuna', 'spaCy', 'docker', 'docker-compose', 'slurm', 'git']","['Machine Learning', 'Deep Learning', 'Natural Language Processing', 'AI', 'Zero-shot Learning']",https://www.hellowork.com/fr-fr/emplois/59103834.html,,['Other']
Profil Data Engineer Expérimenté,Talents Occitanie,Toulouse,31,CDI,Hybrid,,2024-12-18,5.0,5.0,,,,"['SQL', 'Python', 'Big Data technologies', 'Data Warehousing']",,https://www.hellowork.com/fr-fr/emplois/42656908.html,,['Data Engineer']
Senior Data Center Colocation Regional Engineer,Amazon,Courbevoie,92,CDI,Hybrid,Technology,2024-12-16,9.0,5.0,,,,"['variable frequency drives', 'chillers', 'pumps', 'cooling towers', 'heat exchangers']",,https://www.hellowork.com/fr-fr/emplois/58366741.html,,['Other']
Data Scientist IA - Développeur Machine Learning,LCL,Villejuif,94,CDI,Onsite,,2024-12-01,,2.0,,,,"['Computer Vision', 'NLP', 'GCP', 'AWS', 'Docker']","['Machine Learning', 'Deep Learning', 'AI', 'Data Science', 'Generative AI']",https://www.hellowork.com/fr-fr/emplois/57771445.html,,['Data Scientist']
Consultant Gouvernance & Conformité Cybersecurité,Free,Nanterre,92,CDI,Hybrid,Media,2024-12-12,5.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/56991931.html,,['Other']
Data Analyst,AFD.TECH,Belgique,,CDI,Hybrid,Technology,2024-12-18,2.0,5.0,38000.0,50000.0,True,"['Excel', 'SQL', 'Python', 'R', 'Power BI', 'Tableau']","['Data Analysis', 'Data Visualization', 'Statistical Modeling', 'Data Cleaning', 'Data Pipeline']",https://www.hellowork.com/fr-fr/emplois/59666285.html,44000.0,['Data Analyst']
Technicien de Maintenance - Arbin,Kiloutou,Arbin,73,CDI,Onsite,,2024-12-06,7.0,2.0,23341.0,29000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/59242540.html,26170.5,['Other']
Leader Technique Data Architect & IA Engineer,Crédit Agricole du Morbihan,Vannes,56,CDI,Hybrid,,2024-11-24,3.0,5.0,40000.0,46000.0,True,"['Arcgis', 'Articque', 'PHP', 'Windev', 'SAS', 'SQLSERVER', 'Microstrategy', 'ML BOX', 'Scoring IA']","['Machine learning', 'Deep learning', 'NLP', 'Data management', 'Data architecture']",https://www.hellowork.com/fr-fr/emplois/56230047.html,43000.0,"['Data Engineer', 'Data Scientist']"
Business Developer Leader Mondial Bâtiment Home Office Ile-De-France Idf,Triumvirat,Île-de-France,92,CDI,Remote,Industry,2024-12-20,2.0,5.0,44000.0,54000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/59742137.html,49000.0,['Other']
Head Of Business Development Uk,Tereos,Royaume-uni,,CDI,Remote,Agriculture,2024-12-15,7.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58317472.html,,['Other']
Consultant Analytics & IA Transverse Dcoe - France,Sopra Steria,Courbevoie,92,CDI,Hybrid,Technology,2024-12-11,3.0,5.0,,,,"['ZenML', 'Dataiku', 'SageMaker', 'VertexAI', 'MLFlow', 'Docker', 'Kubernetes', 'SQL', 'Python', 'Java', 'Scala', 'AWS', 'GCP', 'Azure', 'Snowflake', 'Databricks']","['Analytics', 'MLOps', 'AI', 'CI/CD', 'Data governance']",https://www.hellowork.com/fr-fr/emplois/59394662.html,,"['Data Scientist', 'Data Governance & Quality']"
Sales Engineer 24073,CS Group,Pyrénées-Atlantiques,64,CDI,Onsite,Technology,2024-11-25,7.0,2.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/50768373.html,,['Other']
Data Scientist Lead Threat Detection,DataDome,Paris,75,CDI,Hybrid,Technology,2024-12-13,7.0,5.0,,,,"['AWS', 'Docker', 'Ansible', 'Terraform', 'Grafana', 'Prometheus', 'Java', 'Scala', 'ElasticSearch', 'Kafka', 'Symfony', 'Angular']","['Machine Learning', 'Fraud Detection', 'Graph Neural Networks', 'Real-time detection', 'Data Science']",https://www.hellowork.com/fr-fr/emplois/59467212.html,,['Data Scientist']
Vie Program - Cma Cgm,CMA CGM,Marseille,13,CDD,Hybrid,Transport,2024-12-18,1.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/55940474.html,,['Other']
Data Scientist Méthodes Industrielles,Safran,Tarnos,40,CDI,Onsite,Aerospace,2024-12-19,7.0,5.0,,,,"['SAP', 'Excel', 'Web Analytics', 'BI', 'SAS', 'VBA', 'Python']",,https://www.hellowork.com/fr-fr/emplois/57236960.html,,['Data Scientist']
Consultant Manager Bi,KPMG ESC,Nantes,44,CDI,Hybrid,,2024-12-19,6.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58463050.html,,"['Data Analyst', 'Project Manager (Data)']"
Développeur Java Junior - Industrie,Sopra Steria,Toulouse,31,CDI,Hybrid,Technology,2024-12-19,1.0,5.0,36200.0,50000.0,True,"['Java', 'JavaScript', 'SQL', 'HTML5', 'CSS']","['Agile', 'Data Engineering', 'Data Science', 'Digital Transformation', 'Maintenance Prédictive']",https://www.hellowork.com/fr-fr/emplois/59716631.html,43100.0,['Other']
Manager Conseil - People&Culture,Talan,Paris,75,CDI,Hybrid,Technology,2024-12-10,6.0,5.0,,,,[],"['Talent Management', 'Digital Transformation', 'Change Management', 'People Management', 'Collective Intelligence']",https://www.hellowork.com/fr-fr/emplois/53104754.html,,['Other']
Business Analyst Data,NEXTON,Paris,75,CDI,Hybrid,Technology,2024-12-10,7.0,5.0,,,,"['SQL', 'API', 'Postman', 'SOAPUI', 'Python']",,https://www.hellowork.com/fr-fr/emplois/59369233.html,,['Data Analyst']
Directeur de Projets,Klee Group,Nantes,44,CDI,Hybrid,Technology,2024-11-30,10.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58975551.html,,['Project Manager (Data)']
Life & Savings Pricing Actuary - Data Scientist,GIE Axa,Paris,75,CDI,Hybrid,,2024-12-10,3.0,5.0,,,,"['Python', 'R', 'SQL', 'PowerBI', 'Akur8', 'Earnix', 'Dataiku']","['Pricing Models', 'Portfolio Design', 'Technical Underwriting', 'Data Analytics', 'Risk Management']",https://www.hellowork.com/fr-fr/emplois/59316466.html,,['Data Scientist']
Cyber Incident Handler & Forensics,Airbus,Toulouse,,CDI,Hybrid,Aerospace,2024-11-22,,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58689063.html,,['Other']
Data Scientist,CNRS,Villeurbanne,69,CDD,Hybrid,Public,2024-12-10,,5.0,,,,"['Python', 'R', 'TensorFlow', 'PyTorch', 'Scikit-learn']","['Machine Learning', 'E-Health', 'Data Analysis', 'Bioinformatics', 'Statistics']",https://www.hellowork.com/fr-fr/emplois/59315923.html,,['Data Scientist']
Fig Coverage Analyst,Crédit Agricole CIB,Toronto,,CDD,Hybrid,,2024-12-05,,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/59173374.html,,['Data Analyst']
Data Scientist,SUEZ,Courbevoie,92,CDI,Hybrid,Energy,2024-12-20,2.0,5.0,,,,"['Azure', 'Python', 'Machine learning', 'deep learning', 'spark']","['Machine learning', 'Deep learning', 'Big data']",https://www.hellowork.com/fr-fr/emplois/58504557.html,,['Data Scientist']
Vp Product Management - Cybersecurity,Altaide,Paris,75,CDI,Hybrid,Technology,2024-12-06,10.0,5.0,120000.0,150000.0,True,[],,https://www.hellowork.com/fr-fr/emplois/56730543.html,135000.0,['Other']
Lead Data Plateform Interne,Artefact,Paris,75,CDI,Hybrid,Technology,2024-12-22,5.0,5.0,,,,"['BigQuery', 'dbt', 'Airbyte', 'Python', 'Docker', 'Terraform']","['Data Governance', 'DevOps', 'CI/CD']",https://www.hellowork.com/fr-fr/emplois/58611817.html,,"['Data Engineer', 'Project Manager (Data)']"
Data Engineer,Thales,Lille,59,CDI,Hybrid,Technology,2024-11-28,4.0,5.0,,,,"['Python', 'Airflow', 'Node-Red', 'Rundeck', 'Github', 'Azure DEVOPS', 'PostgreSQL', 'Hadoop']",['Big Data'],https://www.hellowork.com/fr-fr/emplois/52485287.html,,['Data Engineer']
Lead Développeur Back-End- Python,Araïko,Lyon,69,CDI,Remote,Technology,2024-12-14,7.0,5.0,55000.0,65000.0,True,"['Python', 'fastAPI', 'PostgreSQL', 'AWS', 'Docker']","['Clean Architecture', 'DDD', 'TDD', 'DevOps', 'Machine Learning']",https://www.hellowork.com/fr-fr/emplois/55808493.html,60000.0,['Other']
Ingénieur Powerbi,Astek,Bordeaux,33,CDI,Hybrid,Technology,2024-12-10,3.0,5.0,,,,['Power BI'],,https://www.hellowork.com/fr-fr/emplois/54460674.html,,['Data Analyst']
Business Insight Manager,Lactalis,Paris,75,CDI,Hybrid,Agro-food,2024-11-23,3.0,,,,,"['NIQ', 'Circana', 'Kantar', 'GfK', 'GlobalData']","['Market Intelligence', 'FMCG', 'Sales', 'Competitive Analysis', 'Data Analysis']",https://www.hellowork.com/fr-fr/emplois/58689600.html,,"['Data Analyst', 'Project Manager (Data)']"
Technicien Support Méthodes et Outils Après-Livraison,Safran,Villemur-sur-Tarn,31,CDI,Onsite,Industry,2024-12-06,7.0,3.0,,,,"['Pack Office', 'Power BI', 'SAP', 'SQL']",,https://www.hellowork.com/fr-fr/emplois/57898468.html,,['Other']
Expert Coach Agile,Talan,Paris,75,CDI,Hybrid,Technology,2024-12-10,15.0,5.0,,,,"['SCRUM', 'Kanban', 'eXtreme Programming', 'SAFe', 'CICD']","['Agility', 'Coaching', 'Transformation', 'Product Management', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/53104783.html,,['Other']
Service Delivery Manager,Free,Nanterre,92,CDI,Hybrid,Media,2024-12-20,3.0,5.0,,,,[],,https://www.hellowork.com/fr-fr/emplois/58481231.html,,['Other']
Ingénieur Data,LEA,Montpellier,34,CDI,Hybrid,Technology,2024-11-29,3.0,5.0,40000.0,60000.0,True,"['Splunk', 'ELK', 'Dynatrace', 'Docker', 'Ansible', 'Kubernetes', 'Python', 'Java', 'JavaScript']","['Data Monitoring', 'Real Time Monitoring', 'DevOps']",https://www.hellowork.com/fr-fr/emplois/58959533.html,50000.0,['Data Engineer']
Lca Engineer,Birdeo,Île-de-France,,CDI,Hybrid,,2024-12-17,5.0,5.0,45000.0,60000.0,True,"['GaBi', 'Simapro']","['LCA', 'Sustainability', 'Environmental Product Declarations', 'Eco-innovation']",https://www.hellowork.com/fr-fr/emplois/57159670.html,52500.0,['Other']
Tech Lead Software Engineering,Ekimetrics,Paris,75,CDI,Hybrid,Technology,2024-12-21,7.0,5.0,,,,"['React', 'D3', 'RxJS', 'Node', 'Postgresql', 'MongoDB', 'Spark', 'Databricks', 'Python', 'FastAPI', 'RabbitMQ', 'Kubernetes', 'Docker', 'ArgoCD', 'Helm', 'Nginx', 'Ansible', 'Bitbucket', 'JIRA', 'Figma']","['Data Science', 'AI', 'Microservices', 'DevOps', 'Infrastructure as Code']",https://www.hellowork.com/fr-fr/emplois/59781525.html,,['Other']
2025 Intern - Research Scientist,Adobe,Paris,75,CDI,Hybrid,Technology,2024-12-15,,5.0,,,,"['Python', 'C++']","['computer graphics', 'computer vision', 'machine learning']",https://www.hellowork.com/fr-fr/emplois/57048903.html,,['Data Scientist']
Analyste Comptable & Financier,Thales,Toulouse,31,CDI,Hybrid,,2024-12-14,5.0,5.0,27500.0,35500.0,True,"['PowerBI', 'ERP', 'SAP']",,https://www.hellowork.com/fr-fr/emplois/58250996.html,31500.0,['Other']
